,name,day,S,E,I,R
305,P6,31,16028.978204651365,78.87180443366897,58.432656552229524,39.71733436273373
306,P7,31,11931.0,0.0,0.0,0.0
307,P8,31,6430.976678167262,220.77343101184542,168.29937158558437,116.9505192353047
308,P9,31,8242.834273691937,152.74197033660778,114.67385320321846,78.74990276823229
309,P10,31,7944.0,0.0,0.0,0.0
310,P1,32,14473.0,0.0,0.0,0.0
311,P2,32,19804.0,0.0,0.0,0.0
312,P3,32,1640.1614008724835,149.85198154017002,120.54524533713203,87.44137225021441
313,P4,32,16648.0,0.0,0.0,0.0
314,P5,32,2456.0,0.0,0.0,0.0
315,P6,32,16000.65895675709,91.41669144121059,67.77942521821808,46.14492658347898
316,P7,32,11931.0,0.0,0.0,0.0
317,P8,32,6354.525564793704,253.0698581830353,193.94112691353916,135.46345010971896
318,P9,32,8188.908740094882,176.11910986634123,132.60812341818598,91.36402662058632
319,P10,32,7944.0,0.0,0.0,0.0
320,P1,33,14473.0,0.0,0.0,0.0
321,P2,33,19804.0,0.0,0.0,0.0
322,P3,33,1591.6730662149623,168.3699198896571,137.2556646580815,100.70134923729894
323,P4,33,16648.0,0.0,0.0,0.0
324,P5,33,2456.0,0.0,0.0,0.0
325,P6,33,15967.867855996332,105.92445391372665,78.6070267324562,53.600663357482965
326,P7,33,11931.0,0.0,0.0,0.0
327,P8,33,6267.473829745682,289.50762159444935,223.2215745896569,156.79697407020828
328,P9,33,8126.957552270373,202.84647571758273,153.2450518154538,105.95092019658678
329,P10,33,7944.0,0.0,0.0,0.0
330,P1,34,14473.0,0.0,0.0,0.0
331,P2,34,19804.0,0.0,0.0,0.0
332,P3,34,1538.09528299943,188.273719127258,155.83152552362395,115.7994723496879
333,P4,34,16648.0,0.0,0.0,0.0
334,P5,34,2456.0,0.0,0.0,0.0
335,P6,34,15929.916391010885,122.69102811642804,91.14514457463136,62.247436298053145
336,P7,34,11931.0,0.0,0.0,0.0
337,P8,34,6168.6519564981845,330.42797052305787,256.56872570368455,181.35134727507054
338,P9,34,8055.906922943578,233.32780990086056,176.95739125927042,122.8078758962867
339,P10,34,7944.0,0.0,0.0,0.0
340,P1,35,14473.0,0.0,0.0,0.0
341,P2,35,19804.0,0.0,0.0,0.0
342,P3,35,1479.3139867873476,209.40027151388887,176.34480154147693,132.94094015728655
343,P4,35,16648.0,0.0,0.0,0.0
344,P5,35,2456.0,0.0,0.0,0.0
345,P6,35,15886.016112044143,142.05310145988523,105.65738429470753,72.2734022012626
346,P7,35,11931.0,0.0,0.0,0.0
347,P8,35,6056.857988763391,376.136344153239,294.43175998089083,209.57390710247583
348,P9,35,7974.579572387905,267.98959847636195,204.1576402009228,142.27318893480646
349,P10,35,7944.0,0.0,0.0,0.0
350,P1,36,14473.0,0.0,0.0,0.0
351,P2,36,19804.0,0.0,0.0,0.0
352,P3,36,1415.3370236268884,231.49718037157027,198.82692767469223,152.33886832684902
353,P4,36,16648.0,0.0,0.0,0.0
354,P5,36,2456.0,0.0,0.0,0.0
355,P6,36,15835.266222772363,164.3923704396878,122.44569231426675,83.89571447368043
356,P7,36,11931.0,0.0,0.0,0.0
357,P8,36,5930.891091658432,426.87597242755055,337.2715352136406,241.96140070037382
358,P9,36,7881.698566441268,307.2726847277268,235.29821947409368,164.73052935690797
359,P10,36,7944.0,0.0,0.0,0.0
360,P1,37,14473.0,0.0,0.0,0.0
361,P2,37,19804.0,0.0,0.0,0.0
362,P3,37,1346.3232674228498,254.21150050129472,223.25540170479013,174.20983037106518
363,P4,37,16648.0,0.0,0.0,0.0
364,P5,37,2456.0,0.0,0.0,0.0
365,P6,37,15776.640376390915,190.1397427331992,141.85514024763498,97.36474062824978
366,P7,37,11931.0,0.0,0.0,0.0
367,P8,37,5789.596992711108,482.79487688936445,385.54686082565024,279.06126957387426
368,P9,37,7775.897038537388,351.61967568606104,270.8699522774887,190.61333349905829
369,P10,37,7944.0,0.0,0.0,0.0
370,P1,38,14473.0,0.0,0.0,0.0
371,P2,38,19804.0,0.0,0.0,0.0
372,P3,38,1272.6089373289724,277.0835304949132,249.53960761752217,198.76792455859209
373,P4,38,16648.0,0.0,0.0,0.0
374,P5,38,2456.0,0.0,0.0,0.0
375,P6,38,15708.972920431244,219.77925014623,164.27902336703497,112.96880605548962
376,P7,38,11931.0,0.0,0.0,0.0
377,P8,38,5631.926693801948,543.9062004206514,439.69568151270164,321.47142426469577
378,P9,38,7655.735685495798,401.4570935904382,311.3981926641772,220.40902824958204
379,P10,38,7944.0,0.0,0.0,0.0
380,P1,39,14473.0,0.0,0.0,0.0
381,P2,39,19804.0,0.0,0.0,0.0
382,P3,39,1194.7273036517474,299.54845807315553,277.5069568785774,226.21728139651952
383,P4,39,16648.0,0.0,0.0,0.0
384,P5,39,2456.0,0.0,0.0,0.0
385,P6,39,15630.944979086116,253.85134146211206,190.16418082590712,131.03949862586347
386,P7,39,11931.0,0.0,0.0,0.0
